status,non_func,repair,func,latitude,longitude,index
2.0,0.0,0.0,1.0,-8.80600588,34.2125328,42729
1.0,0.0666666666667,0.863333333333,0.07,-4.68752326,29.71290687,23281
0.0,1.0,0.0,0.0,-3.87546891,33.14447436,15331
2.0,0.0866666666667,0.04,0.873333333333,-7.96994831,31.50586113,10074
1.0,0.0466666666667,0.95,0.00333333333333,-3.20363162,37.28998675,34061
2.0,0.32,0.0833333333333,0.596666666667,-6.33154845,37.42306002,59316
2.0,0.0,0.153333333333,0.846666666667,-8.91027938,34.67660396,23063
2.0,0.356666666667,0.15,0.493333333333,-3.27587651,37.37072981,37799
2.0,0.953333333333,0.0466666666667,0.0,-8.4400523,33.01242333,17395
0.0,0.23,0.0,0.77,-6.17162759,37.68102927,21402
0.0,1.0,0.0,0.0,-10.78612765,39.00602063,22980
1.0,0.576666666667,0.0166666666667,0.406666666667,-4.31370586,33.47526168,19452
2.0,0.27,0.0,0.73,-4.77881768,38.77475523,52668
2.0,0.0,0.34,0.66,-2.8217916,30.98524,13120
2.0,0.0266666666667,0.0,0.973333333333,-9.34106974,34.92709643,57680
2.0,0.0,0.0,1.0,-9.4169625,33.93425772,30900
2.0,0.133333333333,0.376666666667,0.49,-5.31855249,31.64839444,10572
2.0,0.266666666667,0.126666666667,0.606666666667,-1.83951841,34.70519919,20220
2.0,0.0,0.0,1.0,-8.93406849,33.53605787,49916
2.0,0.0,0.0,1.0,-7.94282638,35.56488765,7984
2.0,0.00333333333333,0.0,0.996666666667,-6.39627357,35.7082958,6383
2.0,0.02,0.0,0.98,-9.26356697,33.8290916,32159
0.0,0.953333333333,0.0,0.0466666666667,-5.22954351,38.83532575,37149
0.0,0.866666666667,0.0211111111111,0.112222222222,-4.07371744,32.94441839,38689
2.0,0.323333333333,0.0866666666667,0.59,-9.06540316,32.84715884,20184
2.0,0.0,0.356666666667,0.643333333333,-3.11492567,34.40369606,37542
2.0,0.386666666667,0.01,0.603333333333,-2.53185734,32.73348725,50641
2.0,0.123333333333,0.00333333333333,0.873333333333,-8.87032542,34.94488631,55928
0.0,0.13,0.0466666666667,0.823333333333,-4.39190212,37.99436045,43746
0.0,0.0466666666667,0.0,0.953333333333,-6.45165504,38.89977246,58231
0.0,0.983333333333,0.0,0.0166666666667,-9.00364151,34.83555458,11667
0.0,1.0,0.0,0.0,-5.03373482,34.774244,890
0.0,0.683333333333,0.06,0.256666666667,-2.66974912,32.99190857,12633
2.0,0.0,0.0,1.0,-6.98188419,39.09206155,57233
0.0,0.993333333333,0.0,0.00666666666667,-7.6813211,39.20452815,27558
1.0,0.183333333333,0.263333333333,0.553333333333,-1.60111403,31.51736196,27721
2.0,0.353333333333,0.00666666666667,0.64,-10.38504485,36.15789393,30427
2.0,0.01,0.0,0.99,-9.72835746,34.79380876,28461
0.0,0.67,0.03,0.3,-3.32245001,36.51982624,29275
1.0,0.19,0.08,0.73,-3.35607607,36.90835953,37398
0.0,1.0,0.0,0.0,-1.78796871,31.54510273,7725
2.0,0.0433333333333,0.02,0.936666666667,-3.49036724,36.84048285,24314
0.0,0.146666666667,0.0,0.853333333333,-8.13220239,36.678144,12678
2.0,0.00333333333333,0.0133333333333,0.983333333333,-9.18086181,34.61633252,24294
1.0,0.0,0.01351880146,0.98648119854,-2e-08,0.0,24651
2.0,0.0,0.223333333333,0.776666666667,-7.42564669,35.88118545,23728
0.0,0.996666666667,0.0,0.00333333333333,-6.21848272,36.14576233,59048
2.0,0.0,0.0,1.0,-3.83408324,33.06037263,273
0.0,0.906666666667,0.02,0.0733333333333,-10.23663751,39.95113025,43179
2.0,0.00333333333333,0.07,0.926666666667,-11.53785015,35.06107046,45871
0.0,0.0266666666667,0.486666666667,0.486666666667,-4.7303007,38.33296759,53281
2.0,0.09,0.00666666666667,0.903333333333,-3.51160479,30.54091602,27517
1.0,0.0,0.85,0.15,-4.75155116,29.73419905,54694
0.0,0.993333333333,0.00333333333333,0.00333333333333,-2.09982709,33.23603193,31124
1.0,0.113333333333,0.636666666667,0.25,-2.10104039,33.05936257,14006
2.0,0.0733333333333,0.11,0.816666666667,-3.60227334,30.75757607,43101
0.0,0.996666666667,0.0,0.00333333333333,-8.89838509,33.36199102,47834
2.0,0.0,0.0,1.0,-9.16651473,33.58759821,44991
0.0,1.0,0.0,0.0,-2e-08,0.0,37303
2.0,0.0266666666667,0.316666666667,0.656666666667,-4.88262841,29.81715316,53927
0.0,0.703333333333,0.0,0.296666666667,-6.51620381,38.88491495,644
0.0,0.483333333333,0.01,0.506666666667,-4.09625054,33.14838017,39183
0.0,1.0,0.0,0.0,-11.22440733,38.58620359,56501
0.0,0.106666666667,0.05,0.843333333333,-3.96964843,35.73281738,57855
2.0,0.0333333333333,0.00666666666667,0.96,-2.47224873,31.77239813,48972
0.0,0.93,0.0433333333333,0.0266666666667,-3.34620056,36.97960608,3804
2.0,0.0,0.0,1.0,-3.24759698,37.21702839,3601
1.0,0.01,0.943333333333,0.0466666666667,-4.3262739,30.075963,45055
2.0,0.0133333333333,0.00333333333333,0.983333333333,-1.27196929,30.68660829,17193
0.0,0.723333333333,0.08,0.196666666667,-8.6410911,36.71321462,20020
2.0,0.563333333333,0.0766666666667,0.36,-4.35229901,34.82622092,12736
0.0,0.72,0.00666666666667,0.273333333333,-3.93807613,30.60737355,39186
2.0,0.0449853260091,0.0212854727507,0.93372920124,-2e-08,0.0,28497
2.0,0.18,0.00333333333333,0.816666666667,-9.47389467,34.77644058,5920
0.0,0.606666666667,0.0,0.393333333333,-10.19462638,35.89561281,7989
2.0,0.323333333333,0.08,0.596666666667,-3.36803487,36.79066208,50652
0.0,0.816666666667,0.0,0.183333333333,-3.54240666,30.66062849,51687
2.0,0.11,0.0,0.89,-4.82851544,32.10067544,34331
2.0,0.0433333333333,0.0,0.956666666667,-3.83430475,33.28728181,16275
0.0,0.983333333333,0.0,0.0166666666667,-9.8696226,37.87668401,35203
0.0,0.98,0.0,0.02,-5.7744298,38.66857664,25729
2.0,0.24,0.00666666666667,0.753333333333,-4.99798368,38.73005645,56462
2.0,0.02,0.00333333333333,0.976666666667,-6.86127432,37.64682423,53749
2.0,0.00333333333333,0.0,0.996666666667,-10.63218855,35.45048149,20038
0.0,0.996666666667,0.00333333333333,0.0,-5.83005026,34.9586049,1638
2.0,0.0266666666667,0.0,0.973333333333,-2.73106166,33.3117341,27694
2.0,0.423333333333,0.0,0.576666666667,-11.17973661,36.32701498,48401
2.0,0.0366666666667,0.0233333333333,0.94,-4.62792956,29.78370239,41840
0.0,0.41,0.0133333333333,0.576666666667,-6.80779454,38.65434339,56139
2.0,0.01,0.576666666667,0.413333333333,-3.84803585,33.90841928,50754
0.0,0.0133333333333,0.23,0.756666666667,-4.2354886,37.89232923,48055
2.0,0.0,0.0,1.0,-9.45548967,34.29722234,50301
2.0,0.426666666667,0.0,0.573333333333,-4.573761,38.24828948,52288
2.0,0.0,0.0,1.0,-8.75548648,33.45478269,33261
2.0,0.00666666666667,0.0,0.993333333333,-9.32424771,34.34028508,50326
0.0,0.996666666667,0.0,0.00333333333333,-10.82302296,39.0866504,13293
2.0,0.01,0.0,0.99,-6.80403233,37.72508848,20735
2.0,0.273333333333,0.0266666666667,0.7,-8.19378947,36.25084419,56576
0.0,1.0,0.0,0.0,-8.91327886,33.33856095,25641
2.0,0.363333333333,0.176666666667,0.46,-6.40551282,31.01703459,57376
2.0,0.586666666667,0.00333333333333,0.41,-2.38506833,33.05127132,19485
0.0,1.0,0.0,0.0,-4.2668319,33.66214774,3003
2.0,0.426666666667,0.0733333333333,0.5,-7.88120545,38.75476516,35444
0.0,0.996666666667,0.00333333333333,0.0,-1.26073973,30.95481544,20657
0.0,0.56,0.0,0.44,-7.88289399,38.74718204,8470
2.0,0.0,0.0,1.0,-3.11288137,33.31592505,31031
0.0,0.976666666667,0.00333333333333,0.02,-8.52292206,39.27254102,25777
0.0,0.348333333333,0.0,0.651666666667,-2.58923342,33.39441112,50659
2.0,0.0,0.0,1.0,-9.5501139,34.34270084,16179
2.0,0.01,0.0,0.99,-9.25547925,33.22750122,14888
1.0,0.393333333333,0.246666666667,0.36,-6.79201342,37.14101103,38836
2.0,0.0,0.116666666667,0.883333333333,-6.48423164,35.95811947,21144
0.0,0.88,0.0,0.12,-3.89545251,32.12207359,36249
2.0,0.106666666667,0.0,0.893333333333,-5.10754085,38.7888328,7299
0.0,0.966666666667,0.00333333333333,0.03,-10.7429224,37.7525939,23310
0.0,0.24,0.0,0.76,-2.52524006,32.73235119,59221
0.0,0.51,0.0,0.49,-6.89548662,39.19368055,51613
2.0,0.01,0.00333333333333,0.986666666667,-6.97601841,39.28968992,25445
0.0,0.986666666667,0.0,0.0133333333333,-11.18968973,38.45457656,44412
2.0,0.383333333333,0.0,0.616666666667,-2.7610515,33.16537583,44094
2.0,0.00333333333333,0.176666666667,0.82,-8.99054972,34.70011393,44444
2.0,0.456666666667,0.0966666666667,0.446666666667,-8.9526322,33.67422447,30248
2.0,0.04,0.0466666666667,0.913333333333,-10.95079285,35.00812585,38747
2.0,0.05,0.0,0.95,-3.67594352,30.49260485,31674
2.0,0.17,0.0411042808499,0.78889571915,-6.13748571,36.16710396,50873
1.0,0.443333333333,0.0266666666667,0.53,-6.79570122,32.13057921,17811
2.0,0.236666666667,0.00333333333333,0.76,-2.65358777,31.36424469,3788
0.0,1.0,0.0,0.0,-1.742279,30.93858537,25441
0.0,0.936666666667,0.00333333333333,0.06,-3.99954838,32.52839014,22162
2.0,0.04,0.0,0.96,-9.81696492,34.49162293,51866
0.0,1.0,0.0,0.0,-1.28710233,31.76109137,36577
0.0,0.466666666667,0.456666666667,0.0766666666667,-4.66390523,34.87099316,50008
2.0,0.00333333333333,0.0,0.996666666667,-9.46612401,33.89275004,5512
0.0,0.896666666667,0.00666666666667,0.0966666666667,-1.86816223,33.99056864,39982
0.0,0.986666666667,0.0,0.0133333333333,-10.82055978,38.7234815,54835
2.0,0.04,0.02,0.94,-4.61641113,35.46112138,3375
1.0,0.346666666667,0.0633333333333,0.59,-3.08984268,35.68948975,49931
2.0,0.0,0.276666666667,0.723333333333,-9.0187366,34.62732988,729
0.0,0.643333333333,0.0266666666667,0.33,-10.8199437,39.19363098,37577
0.0,0.986666666667,0.0,0.0133333333333,-9.12595313,33.15227236,27348
2.0,0.736666666667,0.0233333333333,0.24,-6.83540953,39.12437194,47699
0.0,0.876666666667,0.00333333333333,0.12,-10.28960633,36.10216872,28573
1.0,0.286666666667,0.00333333333333,0.71,-4.65157814,35.95260722,26416
2.0,0.0266666666667,0.0,0.973333333333,-4.27768361,30.43060558,2528
0.0,1.0,0.0,0.0,-5.12446676,34.98609423,55081
2.0,0.0366666666667,0.01,0.953333333333,-6.60825025,38.79716315,14174
2.0,0.0,0.0,1.0,-8.91270252,34.74487803,16987
0.0,0.276666666667,0.01,0.713333333333,-6.40987714,38.67153947,55162
0.0,0.956666666667,0.0333333333333,0.01,-10.65347542,39.12656469,45083
0.0,0.986666666667,0.0,0.0133333333333,-9.94300157,37.90918211,1182
0.0,0.996666666667,0.0,0.00333333333333,-5.58984206,38.51207975,17992
0.0,0.5,0.0,0.5,-3.31322666,37.63889687,19896
2.0,0.473333333333,0.0933333333333,0.433333333333,-3.23257565,36.59865955,27147
0.0,0.913333333333,0.0166666666667,0.07,-3.7482625,33.12666232,48546
2.0,0.0,0.0,1.0,-9.35868239,34.60323085,19717
2.0,0.0,0.00666666666667,0.993333333333,-4.83544459,38.8219178,10241
1.0,0.0,0.0133333333333,0.986666666667,-4.65560623,29.82593077,2449
0.0,0.953333333333,0.0,0.0466666666667,-3.32302147,36.82810576,19724
2.0,0.04,0.0166666666667,0.943333333333,-4.35751507,34.54590098,1422
0.0,1.0,0.0,0.0,-9.59930945,33.86592515,8960
0.0,0.973333333333,0.0,0.0266666666667,-10.59879905,35.98839164,38597
2.0,0.02,0.0,0.98,-10.65860708,35.59910435,29270
2.0,0.0,0.0466666666667,0.953333333333,-3.25277266,37.37109069,46996
2.0,0.153333333333,0.0133333333333,0.833333333333,-8.213032,36.69051076,29804
2.0,0.09,0.00666666666667,0.903333333333,-8.87746793,34.96646047,36917
2.0,0.0,0.0,1.0,-3.8201851,37.47769322,54847
2.0,0.1,0.00666666666667,0.893333333333,-8.15247409,36.39117551,36866
2.0,0.0,0.0,1.0,-3.25997546,36.9225744,50014
0.0,0.863333333333,0.0166666666667,0.12,-4.07758165,37.13281775,1566
0.0,0.38,0.04,0.58,-7.04227177,38.97299913,42857
0.0,1.0,0.0,0.0,-5.88309917,32.97285255,6623
2.0,0.363333333333,0.0166666666667,0.62,-11.18610141,36.35074085,22179
2.0,0.42,0.0,0.58,-6.85931489,39.31874843,15135
0.0,0.78,0.00666666666667,0.213333333333,-7.5915036,39.14163599,17295
0.0,0.0333333333333,0.0,0.966666666667,-4.06738916,32.35878058,27978
2.0,0.403333333333,0.0233333333333,0.573333333333,-5.17633926,38.830489,43507
2.0,0.0366666666667,0.0,0.963333333333,-4.4892141,38.25466511,9935
2.0,0.0,0.0,1.0,-9.09392798,34.77057067,2885
2.0,0.537373737374,0.116666666667,0.34595959596,-3.66204833,30.4889878,52097
2.0,0.01,0.00333333333333,0.986666666667,-9.07750133,35.23583873,33391
2.0,0.0433333333333,0.07,0.886666666667,-3.34281485,37.47851686,16430
2.0,0.14,0.00333333333333,0.856666666667,-3.22558035,33.33095454,10877
2.0,0.0533333333333,0.00666666666667,0.94,-4.69223112,30.3612886,16764
0.0,1.0,0.0,0.0,-6.5810594,35.74547519,33247
2.0,0.08,0.0,0.92,-3.3638224,36.66191686,11753
2.0,0.00333333333333,0.563333333333,0.433333333333,-3.31989842,32.23851404,32266
0.0,0.876666666667,0.0,0.123333333333,-3.13634333,33.74873927,35405
2.0,0.0366666666667,0.04,0.923333333333,-5.11657282,35.76897487,56051
0.0,0.993333333333,0.0,0.00666666666667,-6.98826759,36.90688466,11100
2.0,0.146666666667,0.0,0.853333333333,-6.54176056,38.83527762,11072
2.0,0.0766666666667,0.0,0.923333333333,-2.15056459,34.68997642,12140
2.0,0.11,0.0,0.89,-6.63334386,38.36188569,47675
2.0,0.0933333333333,0.156666666667,0.75,-4.49484155,30.21658743,19837
2.0,0.01,0.0,0.99,-6.29279746,38.38452376,27191
2.0,0.00666666666667,0.0,0.993333333333,-9.0650873,34.75800752,40362
2.0,0.00666666666667,0.0,0.993333333333,-9.54018396,33.77337259,22649
0.0,0.963333333333,0.0266666666667,0.01,-6.51603709,37.22402003,56654
2.0,0.07,0.00666666666667,0.923333333333,-2.53953461,30.53886545,56821
0.0,0.936666666667,0.0,0.0633333333333,-6.25391234,37.08400666,11489
2.0,0.463333333333,0.0833333333333,0.453333333333,-4.52606439,29.80435511,20790
0.0,0.95,0.00333333333333,0.0466666666667,-3.24933552,32.27872687,17662
2.0,0.0966666666667,0.01,0.893333333333,-3.38528023,36.91532653,50881
2.0,0.123333333333,0.0,0.876666666667,-8.67967277,35.86213786,57803
2.0,0.0,0.0,1.0,-3.20442683,37.20026148,22903
2.0,0.0166666666667,0.00333333333333,0.98,-4.6502169,34.54411283,19172
0.0,1.0,0.0,0.0,-4.0740131,35.36931859,10262
2.0,0.74,0.0,0.26,-10.28559472,36.14001775,39732
2.0,0.02,0.0,0.98,-4.77526253,38.77403368,11890
0.0,0.78,0.0,0.22,-3.18637357,37.23157587,40035
2.0,0.00333333333333,0.0,0.996666666667,-3.32247291,37.13833986,8668
2.0,0.21,0.0,0.79,-3.2038689,36.62776256,34195
2.0,0.0,0.543333333333,0.456666666667,-6.53575583,35.95506109,24716
2.0,0.0,0.0,1.0,-7.9470668,35.55789546,41816
1.0,0.123333333333,0.553333333333,0.323333333333,-10.21352308,39.49191559,45040
2.0,0.08,0.0233333333333,0.896666666667,-8.38186909,36.66780543,18555
0.0,0.946666666667,0.0,0.0533333333333,-10.6555477,35.44666702,52567
2.0,0.183333333333,0.0,0.816666666667,-3.28854544,32.88569348,43213
0.0,0.13,0.18,0.69,-6.93283017,36.41654977,48558
2.0,0.13,0.0266666666667,0.843333333333,-5.05730939,34.68610084,17299
0.0,0.95,0.00333333333333,0.0466666666667,-7.55214443,37.04308673,47728
2.0,0.256666666667,0.186666666667,0.556666666667,-4.68054005,30.04068297,47790
0.0,0.98,0.00333333333333,0.0166666666667,-3.77749201,35.94447767,11142
2.0,0.606666666667,0.00333333333333,0.39,-6.51054535,38.94014358,26130
1.0,0.0,0.575157657158,0.424842342842,-2e-08,0.0,31136
2.0,0.24,0.0,0.76,-9.29936281,34.57211576,31641
2.0,0.223333333333,0.0266666666667,0.75,-6.82353947,37.06915236,29940
0.0,0.986666666667,0.0,0.0133333333333,-5.94541277,36.364217,21100
2.0,0.00666666666667,0.0566666666667,0.936666666667,-2.83433554,33.5818239,50499
2.0,0.05,0.00666666666667,0.943333333333,-3.52256131,35.3029403,56997
2.0,0.0433333333333,0.0,0.956666666667,-2.64098336,33.26784726,14238
0.0,0.666666666667,0.0,0.333333333333,-3.37660169,32.72904054,33643
0.0,1.0,0.0,0.0,-2e-08,0.0,35276
0.0,1.0,0.0,0.0,-2.00600156,33.87196191,32841
0.0,0.213333333333,0.436666666667,0.35,-3.66255674,33.52125158,17552
2.0,0.0,0.00333333333333,0.996666666667,-4.8507167,34.97674866,53183
0.0,0.993333333333,0.00666666666667,0.0,-6.36823573,31.22087253,39455
0.0,0.19,0.0,0.81,-5.96406172,37.06832063,17377
0.0,0.0533333333333,0.00333333333333,0.943333333333,-1.3826734,31.54342178,14443
2.0,0.106666666667,0.0,0.893333333333,-4.13924482,32.98113404,49778
0.0,0.99,0.00333333333333,0.00666666666667,-7.7704908,39.17881772,1570
